"recipe.link","recipe.name","recipe.author","recipe.description","recipe.instructions","img","img.css"
"/recipes/7157-junipero-gibson-with-pickled-red-onion","Junipero Gibson With Pickled Red Onion","Gabrielle Hamilton","","Place onion in a bowl, and season with salt. Let sit for 10 minutes. Sprinkle vinegar on top, and let sit 10 minutes more. Chill 4 martini glasses in freezer. Fill a spray bottle with 1/4-inch vermouth, and spray the inside of each glass. Or pour a little vermouth in each glass, swirl it, then pour it out, so glass is just lightly coated. Place 3 or 4 pieces of onion in each glass (reserve remaining onion for drinks on another day). Fill a large cocktail shaker with ice, and pour gin over it. Shake vigorously. Strain into glasses. Serve.","8.png","pattern-8 fixed-height"
"/recipes/8406-horseradish-vodka","Horseradish Vodka","Matt Lee And Ted Lee","","Peel horseradish, and cut into fine shreds with a vegetable peeler. Uncap vodka, pour off 1 cup and reserve. Using a funnel, add celery seeds and peppercorns to bottle. Add horseradish, then top off bottle with reserved vodka. Let stand at room temperature for 24 hours. Strain vodka through fine sieve to remove celery seeds and fine particles. Chill completely before serving.","7.png","pattern-7 fixed-height"
"/recipes/8408-peach-sake","Peach Sake","Matt Lee And Ted Lee","","Cut peaches in half, and remove pits but not skins. Slice thin, and place in large Mason jar or pitcher. Pour sake over the peaches, cover and refrigerate 24 hours. Strain sake through cheesecloth into clean decanter, reserving peaches. Serve immediately, with 3 or 4 peach slices in each glass, or refrigerate sake and peaches in separate containers for later. Infused sake will keep 4 to 5 days in sealed bottle in refrigerator. Peaches will keep 3 days.","9.png","pattern-9 fixed-height"
"/recipes/8409-bloodless-mary","Bloodless Mary","Matt Lee And Ted Lee","","Dip rim of a martini glass in water, then in celery salt to coat. Add chilled vodka. Garnish with celery cut into very fine julienne on a mandoline or with a vegetable peeler. Serve.","10.png","pattern-10 fixed-height"
"/recipes/9167-bloody-mary","Bloody Mary","R. W. Apple Jr.","","Combine lemon juice, salt, pepper, cayenne and Worcestershire sauce in shaker glass. Add ice cubes, vodka and tomato juice. Shake and strain into highball glass with a few ice cubes. Garnish with lime, and serve.","18.png","pattern-18 fixed-height"
"/recipes/9969-bloody-paradise","Bloody Paradise","Amanda Hesser","","In a shaker, mix together salt, grains of paradise, tomato juice, lime juice, vinegar and vodka. Shake well. Pour over a glass of ice, and grind more grains of paradise over the glass. Garnish with basil leaves.","20.png","pattern-20 fixed-height"
"/recipes/1929-the-bartender-sambonn-sam-leks-millennium-mender","The Bartender Sambonn (Sam) Lek's Millennium Mender","Molly O'Neill","","In a bar shaker, combine all the ingredients and shake vigorously. Strain into a highball glass and serve.","30.png","pattern-30 fixed-height"
"/recipes/1928-the-bartender-sambonn-sam-leks-rustys-return","The Bartender Sambonn (Sam) Lek's Rusty's Return","Molly O'Neill","","Combine all ingredients in a blender. Blend until frothy.","29.png","pattern-29 fixed-height"
"/recipes/9540-kir-royale-38","Kir Royale 38","William Grimes","","Pour the cognac and Grand Marnier into the bottom of a champagne flute. Fill glass with champagne and garnish with the orange slice.","41.png","pattern-41 fixed-height"
"/recipes/9541-juniperotivo","Juniperotivo","William Grimes","","In mixing glass, using a spoon, crush 2 mint leaves in the simple syrup, and add gin, lime juice and pomegranate syrup. Pour into ice-filled shaker. Shake well, and strain into chilled cocktail glass. To garnish, float the 2 remaining mint leaves on surface of drink.","42.png","pattern-42 fixed-height"
"/recipes/8303-watermelon-champagne","Watermelon Champagne","Florence Fabricant","","Place watermelon and sugar in a blender, and process until smooth. Half-fill eight Champagne flutes with the watermelon mixture. Slowly pour the Champagne into each flute to fill it. Serve at once.","4.png","pattern-4 fixed-height"
"/recipes/8304-watermelon-strawberry-slush","Watermelon-Strawberry Slush","Florence Fabricant","","Place all ingredients in a blender, and process until smooth. Pour into 2 goblets, and serve.","5.png","pattern-5 fixed-height"
"/recipes/8953-the-original-mix-classic-bloody-mary-a-k-a-the-red-snapper","The Original Mix Classic Bloody Mary (a k a the Red Snapper)","Florence Fabricant","","Place Worcestershire sauce, peppers, salt and lemon juice in a cocktail shaker or a wide-mouth jar. Add ice, vodka and tomato juice. Shake well. Pour into a highball glass or goblet. Garnish with lime, and serve.","4.png","pattern-4 fixed-height"
"/recipes/9193-rainbow-julep","Rainbow Julep","William Grimes","","Pour the Apry into a highball glass, add 3 or 4 small mint leaves and muddle. Add the bourbon and fill glass with crushed ice. Stir until frost forms on outside of glass, and garnish with 3 or 4 mint sprigs. Serve with two straws.","44.png","pattern-44 fixed-height"
"/recipes/9192-citrus-julep","Citrus Julep","William Grimes","","Scrub the fruit, and use a zester or sharp knife to scrape slivers of rind from each. Set the fruit aside. Combine sugar and water in a saucepan, and bring to a quick boil. Add zest, turn heat to low and simmer for 2 minutes. Turn off heat, and allow to cool. Put mint leaves in a quart jar or crock, and use the back of a wooden spoon to bruise them slightly, releasing the fragrance. Pour syrup, including the zest, over the leaves, and steep for 1 hour. Juice the lime, orange and lemon, and strain into a pitcher. Pour the mint syrup through the strainer as well, using the back of the spoon to press the captured mint leaves and zest to extract remaining juices. For each person, fill an 8-ounce glass or julep cup with ice. Pour 3 ounces of bourbon into each, then top off with the mint syrup. Serve with short straws and a garnish of mint.","43.png","pattern-43 fixed-height"
"/recipes/5498-vodka-tonic-with-mint","Vodka Tonic With Mint","Elaine Louie","","Fill an 8-ounce glass with ice cubes, add all ingredients and stir gently, taking care not to bruise mint leaves.","49.png","pattern-49 fixed-height"
"/recipes/6614-normandie-tea","Normandie Tea","William Grimes","","In a pan, warm the Calvados. In a tall pedestal mug, mix the Calvados with the sugar. Ignite with a match and let burn for 10 seconds. Add tea and garnish with cinnamon stick.","15.png","pattern-15 fixed-height"
"/recipes/6619-venetian-sunset","Venetian Sunset","William Grimes","","Pour ingredients into an ice-filled shaker, shake, and strain into a martini glass.","20.png","pattern-20 fixed-height"
"/recipes/6624-cafe-brulot","Cafe Brulot","William Grimes","","In a pan, warm the Cognac. In a tall pedestal mug, mix the Cognac and the sugar. Ignite with a match, and let burn for 10 seconds. Add coffee and top with cream. Affix clove to orange or lemon zest by pushing it through the skin. Add lemon and orange zests, cinnamon stick and candied orange peel.","25.png","pattern-25 fixed-height"
"/recipes/6618-southern-belle","Southern Belle","William Grimes","","Pour ingredients into an ice-filled shaker, shake, and strain into a cocktail glass.","19.png","pattern-19 fixed-height"
"/recipes/6623-bushs-blarney","Bush's Blarney","William Grimes","","Mix whisky, Irish mist, lemon juice and bitters, and serve on the rocks or straight up. Garnish with lemon rind.","24.png","pattern-24 fixed-height"
"/recipes/6617-royal-hawaiian","Royal Hawaiian","William Grimes","","Pour ingredients into an ice-filled shaker, shake, then strain into a cocktail glass.","18.png","pattern-18 fixed-height"
"/recipes/6622-armagnac-aperitif","Armagnac Aperitif","William Grimes","","Pour wine in a wine glass, add Armagnac, stir, and garnish with prune.","23.png","pattern-23 fixed-height"
"/recipes/6621-clintons-folly","Clinton's Folly","William Grimes","","Mix bourbon, Southern Comfort, creme de cacao and creme de banane. Serve on the rocks or straight up.","22.png","pattern-22 fixed-height"
"/recipes/6626-caliente-lemonade","Caliente Lemonade","William Grimes","","In a saucepan, mix water, lemon juice, orange juice, sugar and rum. Heat to just below boiling point. Pour into mugs and garnish with slices of lemon or orange, studded with cloves.","27.png","pattern-27 fixed-height"
"/recipes/6615-peanut-butter-batida","Peanut-Butter Batida","William Grimes","","Blend ingredients in an ice-filled blender. Pour into a parfait glass.","16.png","pattern-16 fixed-height"
"/recipes/6620-washington-cocktail","Washington Cocktail","William Grimes","","Mix rum, lemon juice, Cointreau, gin and orange juice, and serve on the rocks. Garnish with cherry.","21.png","pattern-21 fixed-height"
"/recipes/6625-caipiruva","Caipiruva","William Grimes","","In a shaker, muddle the grapes and sugar. Add ice and cachaca, and shake lightly. Pour into a Pilsener glass.","26.png","pattern-26 fixed-height"
"/recipes/3421-americano","Americano","William Grimes","","Pour 1 ounce of the Campari and 1/2 ounce of the vermouth into each of two short cocktail glasses filled with ice. Top up with club soda and stir. Garnish each with a twist of lemon.","22.png","pattern-22 fixed-height"
"/recipes/3938-hot-wine","Hot Wine","Jacques Pepin","","Place the wine in a saucepan with the sugar and heat the mixture slowly until just below a boil. Meanwhile, squeeze a wedge of lemon into each of six mugs and drop the wedges into the mugs. Divide the wine among the mugs and serve immediately.","39.png","pattern-39 fixed-height"
"/recipes/3143-strawberry-sparkler","Strawberry Sparkler","Florence Fabricant","","Rinse the strawberries. Reserve eight attractive medium size ones. Hull and chop the rest. Mix the chopped strawberries with the liquor, then divide among eight tall champagne glasses. Pour the sparkling wine into each glass, pouring a little in at first and allowing the foam to subside before adding the rest. Decorate each glass with one of the reserved strawberries by forcing it partway down on the rim of the glass. Serve at once.","44.png","pattern-44 fixed-height"
"/recipes/7687-bellini-coupe","Bellini Coupe","Florence Fabricant","","Bring a pot of water to a boil and dip the peaches in it for 30 seconds. Rinse the peaches in cold water, then peel. Remove the pits and place the pits in a bowl. Combine the lemon juice, orange juice and schnapps and add to the bowl. Slice the peaches and place in the bowl, taking care that the slices are completely moistened with the juice and schnapps mixture. Cover by placing a sheet of plastic wrap directly onto the surface of the peaches and refrigerate for two hours. Adding the peach pit just enhances the flavor a bit. To serve divide the peach slices and the juice among four large stemmed goblets. Carefully pour the sparkling wine over the peach slices, pouring slowly because the wine will foam up. Serve at once. When guests have finished eating the peaches, more of the wine can be added to the goblets for sipping.","38.png","pattern-38 fixed-height"
"/recipes/10365-van-cortlandt-punch","Van Cortlandt Punch","Suzanne M. Charle","Here’s a bit of New York City history for you: This punch was originally served in 1710 at the inauguration of Jacobus Van Cortlandt, one of the last old Dutch politicians and the city’s 30th mayor (he returned to office in 1719 as the city’s 33rd.) The recipe was brought back to light by Richard Ferrugio, who catered the inaugural of Mayor Edward I. Koch in 1986. Mayor Van Cortlandt's swearing-in, Walt Whitman wrote, was a full-day affair “much in keeping with the celebrations of the Old Netherlands.” He added: “Very popular were all the hot punches, seasoned and tempted with brandy.” This is the perfect libation for a winter inaugural party, when you can watch a ceremony that lends a little class to the blood sport of politics.","Place the cinnamon sticks, cloves and cardamom pods in a cheesecloth bag and tie securely. Heat the cider with spices until piping hot. When ready to serve, add the apple brandy, and garnish with orange slices and apple wedges.","16.png","pattern-16 fixed-height"
